
> @link-assistant/hive-mind@2.1.9 format
tests/test-auto-restart-counter-1323.mjs 11ms (unchanged)
tests/test-auto-restart-limits-1664.mjs 5ms (unchanged)
tests/test-auto-restart-usage-limit-1356.mjs 19ms (unchanged)
tests/test-auto-resume-comment-ordering-1571.mjs 11ms (unchanged)
tests/test-auto-resume-limit-reset.mjs 7ms (unchanged)
tests/test-base-branch-existence-integration.mjs 5ms (unchanged)
tests/test-base-branch-existence.mjs 8ms (unchanged)
tests/test-base-branch-validation.mjs 14ms (unchanged)
tests/test-bidirectional-interactive.mjs 82ms (unchanged)
tests/test-billing-limit-detection.mjs 53ms (unchanged)
tests/test-branch-ci-health-1425.mjs 21ms (unchanged)
tests/test-branch-name-validation.mjs 20ms (unchanged)
tests/test-budget-stats-issue-1501.mjs 31ms (unchanged)
tests/test-budget-stats-issue-1508.mjs 25ms (unchanged)
tests/test-budget-stats-issue-1539.mjs 23ms (unchanged)
tests/test-budget-stats-issue-1590.mjs 25ms (unchanged)
tests/test-budget-stats.mjs 20ms (unchanged)
tests/test-build-cost-info-string.mjs 35ms (unchanged)
tests/test-build-resume-command.mjs 25ms (unchanged)
tests/test-cancelled-ci-rerun-1769.mjs 7ms (unchanged)
tests/test-cancelled-timeout-fail-1952.mjs 11ms (unchanged)
tests/test-claude-code-install-method.mjs 2ms (unchanged)
tests/test-claude-quiet-config.mjs 9ms (unchanged)
tests/test-claude-revert-conflict.mjs 12ms (unchanged)
tests/test-claude-think-prompt-gating.mjs 12ms (unchanged)
tests/test-cleanup-1848.mjs 27ms (unchanged)
tests/test-cleanup-confirmation-1930.mjs 3ms (unchanged)
tests/test-codex-support.mjs 45ms (unchanged)
tests/test-configure-claude-bin.mjs 7ms (unchanged)
tests/test-detect-code-changes-1528.mjs 18ms (unchanged)
tests/test-display-cost-comparison.mjs 7ms (unchanged)
tests/test-docker-box-migration.mjs 6ms (unchanged)
tests/test-docker-dind-variant.mjs 7ms (unchanged)
tests/test-docker-release-order.mjs 7ms (unchanged)
tests/test-docs-language-sync.mjs 15ms (unchanged)
tests/test-docs-options-sync.mjs 10ms (unchanged)
tests/test-entity-validation-1552.mjs 24ms (unchanged)
tests/test-escalate-1885.mjs 19ms (unchanged)
tests/test-execgh-transient-retry-1756.mjs 14ms (unchanged)
tests/test-extract-isolation-from-args.mjs 9ms (unchanged)
tests/test-fable-5-model-support.mjs 25ms (unchanged)
tests/test-false-positive-ci-success-1480.mjs 22ms (unchanged)
tests/test-false-positive-iteration-count-1503.mjs 40ms (unchanged)
tests/test-false-positive-ready-to-merge-1363.mjs 19ms (unchanged)
tests/test-false-positive-workflow-run-race-1480.mjs 38ms (unchanged)
tests/test-feedback-lines-integration.mjs 21ms (unchanged)
tests/test-feedback-lines-simple.mjs 9ms (unchanged)
tests/test-fork-parent-validation.mjs 18ms (unchanged)
tests/test-fork-screenshot-url-1561.mjs 7ms (unchanged)
tests/test-format-release-notes-1271.mjs 6ms (unchanged)
tests/test-free-models.mjs 17ms (unchanged)
tests/test-gemini-support.mjs 29ms (unchanged)
tests/test-gh-retry-1536.mjs 18ms (unchanged)
tests/test-git-identity.mjs 17ms (unchanged)
tests/test-github-linking.mjs 10ms (unchanged)
tests/test-github-pages-workflow-filter-1399.mjs 17ms (unchanged)
tests/test-github-terminal-state-1931.mjs 27ms (unchanged)
tests/test-graceful-shutdown-waits-1823.mjs 31ms (unchanged)
tests/test-helpers.mjs 4ms (unchanged)
tests/test-hive-no-silent-failure.mjs 10ms (unchanged)
tests/test-hive-screens.mjs 30ms (unchanged)
tests/test-hive-solve-option-parity.mjs 11ms (unchanged)
tests/test-hive.mjs 15ms (unchanged)
tests/test-i18n.mjs 14ms (unchanged)
tests/test-interactive-mode-images.mjs 53ms (unchanged)
tests/test-interactive-mode-signal-1472.mjs 22ms (unchanged)
tests/test-interactive-mode-thinking-1900.mjs 13ms (unchanged)
tests/test-interactive-mode.mjs 123ms (unchanged)
tests/test-internal-server-error-retry.mjs 13ms (unchanged)
tests/test-invalid-workflow-file-1690.mjs 25ms (unchanged)
tests/test-isolation-runner.mjs 7ms (unchanged)
tests/test-isolation-screen-fallback-1545.mjs 6ms (unchanged)
tests/test-isolation-screen-integration-1545.mjs 16ms (unchanged)
tests/test-issue-1102-fix.mjs 18ms (unchanged)
tests/test-issue-1209-overrides.mjs 23ms (unchanged)
tests/test-issue-1228-options-deduplication.mjs 28ms (unchanged)
tests/test-issue-1332-fork-name-from-pr-data.mjs 14ms (unchanged)
tests/test-issue-1337-stderr-warning-detection.mjs 9ms (unchanged)
tests/test-issue-1354-multiline-stderr-false-positive.mjs 9ms (unchanged)
tests/test-issue-1572-push-sync.mjs 15ms (unchanged)
tests/test-issue-1600-budget-stats.mjs 15ms (unchanged)
tests/test-issue-1600-comprehensive.mjs 59ms (unchanged)
tests/test-issue-1600-log-fixtures.mjs 17ms (unchanged)
tests/test-issue-1608-claude-prompt-png.mjs 3ms (unchanged)
tests/test-issue-1616-pr-issue-link-preservation.mjs 6ms (unchanged)
tests/test-issue-1670-screen-status-monitoring.mjs 17ms (unchanged)
tests/test-issue-1680-session-monitoring.mjs 6ms (unchanged)
tests/test-issue-1684-message-formatting.mjs 7ms (unchanged)
tests/test-issue-1686-log-command.mjs 15ms (unchanged)
tests/test-issue-1688-subscribe-and-pr-link.mjs 20ms (unchanged)
tests/test-issue-1694-stabilized-defaults.mjs 12ms (unchanged)
tests/test-issue-1700-isolation-parsing.mjs 7ms (unchanged)
tests/test-issue-1706-sub-session-size.mjs 25ms (unchanged)
tests/test-issue-1710-budget-trace.mjs 31ms (unchanged)
tests/test-issue-1710-format-fixes.mjs 12ms (unchanged)
tests/test-issue-1714-auto-accept-invite-hint.mjs 13ms (unchanged)
tests/test-issue-1716-private-repo-skip-fork.mjs 12ms (unchanged)
tests/test-issue-1718-hive-passthrough-false.mjs 22ms (unchanged)
tests/test-issue-1720-terminal-watch-no-log.mjs 12ms (unchanged)
tests/test-issue-1737-budget-stats.mjs 14ms (unchanged)
tests/test-issue-1741-haiku-context.mjs 11ms (unchanged)
tests/test-issue-1758-integration-guard.mjs 6ms (unchanged)
tests/test-issue-1758-runner-discovery.mjs 10ms (unchanged)
tests/test-issue-1758-start-screen-deprecation.mjs 7ms (unchanged)
tests/test-issue-1760-draft-linked-prs.mjs 4ms (unchanged)
tests/test-issue-1763-per-iteration-pr-issue-link.mjs 7ms (unchanged)
tests/test-issue-1766-feedback-git-cwd.mjs 6ms (unchanged)
tests/test-issue-1772-fork-custom-base-branch.mjs 9ms (unchanged)
tests/test-issue-1772-proactive-base-sync.mjs 18ms (unchanged)
tests/test-issue-1774-auto-pr-fork-repo-flag.mjs 8ms (unchanged)
tests/test-issue-1780-stop-by-url.mjs 26ms (unchanged)
tests/test-issue-1783-stop-improvements.mjs 26ms (unchanged)
tests/test-issue-1785-empty-repo-default-branch.mjs 5ms (unchanged)
tests/test-issue-1791-gitkeep-cleanup.mjs 9ms (unchanged)
tests/test-issue-1795-private-readonly-auto-fork.mjs 10ms (unchanged)
tests/test-issue-1801-pr-url-markdown-escape.mjs 23ms (unchanged)
tests/test-issue-1803-auto-fork-double-prefix.mjs 17ms (unchanged)
tests/test-issue-1813-codex-summary-dedup.mjs 2ms (unchanged)
tests/test-issue-1817-push-rejection-diagnostics.mjs 20ms (unchanged)
tests/test-issue-1819-dotted-fork-name.mjs 5ms (unchanged)
tests/test-issue-1821-auto-restart-same-user-feedback.mjs 8ms (unchanged)
tests/test-issue-1825-gitkeep-ignored.mjs 22ms (unchanged)
tests/test-issue-1827-false-positive-comments.mjs 14ms (unchanged)
tests/test-issue-1829-compare-api-transient.mjs 10ms (unchanged)
tests/test-issue-1834-thinking-block-recovery.mjs 31ms (unchanged)
tests/test-issue-1837-executing-list.mjs 10ms (unchanged)
tests/test-issue-1845-failure-auto-commit.mjs 9ms (unchanged)
tests/test-issue-1851-process-debug.mjs 10ms (unchanged)
tests/test-issue-1860-docker-isolation.mjs 22ms (unchanged)
tests/test-issue-1861-coderabbit-review-limit.mjs 8ms (unchanged)
tests/test-issue-1871-stop-running-session-by-url.mjs 22ms (unchanged)
tests/test-issue-1879-docker-image-reuse.mjs 11ms (unchanged)
tests/test-issue-1881-socket-error-retry.mjs 6ms (unchanged)
tests/test-issue-1886-cost-accumulation.mjs 12ms (unchanged)
tests/test-issue-1893-fork-pr-permission-denied.mjs 6ms (unchanged)
tests/test-issue-1901-playwright-mcp-pending.mjs 20ms (unchanged)
tests/test-issue-1902-log-upload-routing.mjs 4ms (unchanged)
tests/test-issue-1914-native-docker-isolation.mjs 9ms (unchanged)
tests/test-issue-1914-preflight-passthrough.mjs 11ms (unchanged)
tests/test-issue-1914-storage-driver-diagnostics.mjs 18ms (unchanged)
tests/test-issue-1924-rate-limit-retry.mjs 8ms (unchanged)
tests/test-issue-1927-bot-lifecycle.mjs 19ms (unchanged)
tests/test-issue-1927-bot-logger.mjs 24ms (unchanged)
tests/test-issue-1927-completion-labeling.mjs 13ms (unchanged)
tests/test-issue-1927-killed-detection.mjs 13ms (unchanged)
tests/test-issue-1927-log-footer.mjs 8ms (unchanged)
tests/test-issue-1927-resume-notification.mjs 11ms (unchanged)
tests/test-issue-1927-resume.mjs 14ms (unchanged)
tests/test-issue-1927-session-resume.mjs 32ms (unchanged)
tests/test-issue-1927-session-status.mjs 11ms (unchanged)
tests/test-issue-1927-session-store.mjs 19ms (unchanged)
tests/test-issue-1927-terminal-watch-kill.mjs 13ms (unchanged)
tests/test-issue-1935-session-limit-429.mjs 8ms (unchanged)
tests/test-issue-1937-stream-idle-timeout-retry.mjs 7ms (unchanged)
tests/test-issue-1939-docker-isolation.mjs 21ms (unchanged)
tests/test-issue-1941-meaningless-error-fragment.test.mjs 13ms (unchanged)
tests/test-issue-1943-playwright-mcp-preflight-timeout.mjs 12ms (unchanged)
tests/test-issue-1945-disk-diagnostics.mjs 27ms (unchanged)
tests/test-issue-1945-session-monitor-integration.mjs 16ms (unchanged)
tests/test-issue-1946-docker-isolation-async.mjs 35ms (unchanged)
tests/test-issue-1949-overload-no-model-switch.mjs 35ms (unchanged)
tests/test-issue-1951-cache-ttl-cost.mjs 18ms (unchanged)
tests/test-issue-1955-codex-fixture-false-positive.mjs 21ms (unchanged)
tests/test-issue-1957-incomplete-clone.mjs 18ms (unchanged)
tests/test-issue-1968-codex-null-event.mjs 13ms (unchanged)
tests/test-issue-1974-claude-stream-completion.mjs 9ms (unchanged)
tests/test-issue-1976-auto-recovery-message.mjs 9ms (unchanged)
tests/test-issue-1978-sub-agent-model.mjs 9ms (unchanged)
tests/test-issue-1979-docker-container-reaping.mjs 12ms (unchanged)
tests/test-issue-1980-docker-cleanup.mjs 94ms (unchanged)
tests/test-issue-1981-disk-defaults.mjs 38ms (unchanged)
tests/test-issue-1990-codex-incomplete-session-false-success.mjs 24ms (unchanged)
tests/test-issue-1990-multitool-incomplete-session.mjs 24ms (unchanged)
tests/test-issue-1994-locked-solve-options.mjs 12ms (unchanged)
tests/test-issue-1999-resource-diagnostics.mjs 10ms (unchanged)
tests/test-issue-1999-session-monitor-disk-fallback.mjs 9ms (unchanged)
tests/test-issue-2001-container-context.mjs 10ms (unchanged)
tests/test-issue-2001-docker-disk-usage.mjs 14ms (unchanged)
tests/test-issue-2005-system-cleanup-dry-run.mjs 11ms (unchanged)
tests/test-issue-2007-live-input-capabilities.mjs 19ms (unchanged)
tests/test-issue-2009-fork-divergence-guidance.mjs 9ms (unchanged)
tests/test-issue-2015-oom-killed-status.mjs 8ms (unchanged)
tests/test-issue-2015-queue-stability.mjs 13ms (unchanged)
tests/test-issue-2019-detached-fork-recovery.mjs 9ms (unchanged)
tests/test-issue-2019-fork-replacement-branch-safety.mjs 8ms (unchanged)
tests/test-issue-2021-joined-options.mjs 5ms (unchanged)
tests/test-issue-2023-claude-missing-result-resume.mjs 15ms (unchanged)
tests/test-issue-467-terminal-watch.mjs 32ms (unchanged)
tests/test-issue-524-stop-uuid.mjs 17ms (unchanged)
tests/test-issue-661-resume-on-auto-restart.mjs 6ms (unchanged)
tests/test-issue-882-fixes.mjs 8ms (unchanged)
tests/test-keep-working-until-done-1883.mjs 31ms (unchanged)
tests/test-lenv-reader.mjs 28ms (unchanged)
tests/test-limit-reset-config.mjs 17ms (unchanged)
tests/test-lino-arguments-cli.mjs 10ms (unchanged)
tests/test-lino.mjs 35ms (unchanged)
tests/test-log-upload-output-1678.mjs 7ms (unchanged)
tests/test-log-upload-output-1682.mjs 5ms (unchanged)
tests/test-log-upload.mjs 25ms (unchanged)
tests/test-malformed-flags.mjs 13ms (unchanged)
tests/test-memory-check.mjs 25ms (unchanged)
tests/test-merge-auto-resolve-1805.mjs 34ms (unchanged)
tests/test-merge-auto-resolve-sequential-1807.mjs 34ms (unchanged)
tests/test-merge-changesets-1452.mjs 15ms (unchanged)
tests/test-merge-queue-cancel-1588.mjs 10ms (unchanged)
tests/test-merge-queue.mjs 99ms (unchanged)
tests/test-merge-stuck-no-workflow-runs-1918.mjs 13ms (unchanged)
tests/test-merge-targets-2013.mjs 12ms (unchanged)
tests/test-misleading-merge-logs-1712.mjs 25ms (unchanged)
tests/test-no-ci-checks-1345.mjs 17ms (unchanged)
tests/test-no-ci-checks-timeout-1442.mjs 33ms (unchanged)
tests/test-no-direct-gh-exec-rule.mjs 5ms (unchanged)
tests/test-npm-install-with-retry-1903.mjs 7ms (unchanged)
tests/test-option-suggestions-1966.mjs 7ms (unchanged)
tests/test-opus-46-model-support.mjs 32ms (unchanged)
tests/test-opus-47-model-support.mjs 56ms (unchanged)
tests/test-opus-48-model-support.mjs 37ms (unchanged)
tests/test-opusplan-support.mjs 21ms (unchanged)
tests/test-output-sanitization-options-1745.mjs 4ms (unchanged)
tests/test-owner-fork-detection.mjs 11ms (unchanged)
tests/test-post-finish-sweep-1745.mjs 22ms (unchanged)
tests/test-pr-creation-existing-branch.mjs 25ms (unchanged)
tests/test-pr-finalization.mjs 20ms (unchanged)
tests/test-pr-verification-retry-1468.mjs 12ms (unchanged)
tests/test-pre-pr-failure-notifier-1640.mjs 17ms (unchanged)
tests/test-preinstall-use-m-packages-1724.mjs 9ms (unchanged)
tests/test-premature-finish-signaling-1516.mjs 9ms (unchanged)
tests/test-private-repo-screenshots-1349.mjs 8ms (unchanged)
tests/test-prompt-explore-sub-agent.mjs 9ms (unchanged)
tests/test-prompt-file-location.mjs 9ms (unchanged)
tests/test-queue-compact-display-1891.mjs 21ms (unchanged)
tests/test-queue-display-1267.mjs 17ms (unchanged)
tests/test-queue-isolation-1551.mjs 8ms (unchanged)
tests/test-qwen-support.mjs 13ms (unchanged)
tests/test-ready-to-merge-after-solution-draft-1584.mjs 16ms (unchanged)
tests/test-ready-to-merge-cross-session-1389.mjs 13ms (unchanged)
tests/test-ready-to-merge-pagination-1645.mjs 8ms (unchanged)
tests/test-repo-actions-consensus-1503.mjs 32ms (unchanged)
tests/test-request-timeout-retry.mjs 21ms (unchanged)
tests/test-require-gh-paginate-rule.mjs 4ms (unchanged)
tests/test-require-sanitized-output-rule.mjs 3ms (unchanged)
tests/test-sanitization-stats-1745.mjs 10ms (unchanged)
tests/test-sentry.mjs 12ms (unchanged)
tests/test-session-false-positive-1586.mjs 16ms (unchanged)
tests/test-session-monitor-isolation.mjs 4ms (unchanged)
tests/test-solution-summary.mjs 39ms (unchanged)
tests/test-solve-queue-command.mjs 27ms (unchanged)
tests/test-solve-reply-with-options.mjs 15ms (unchanged)
tests/test-solve-validation-reset-time.mjs 6ms (unchanged)
tests/test-solve.mjs 21ms (unchanged)
tests/test-sonnet-46-model-support.mjs 18ms (unchanged)
tests/test-sonnet-5-model-support.mjs 19ms (unchanged)
tests/test-start-screen.mjs 15ms (unchanged)
tests/test-stdio-interceptor-epipe.mjs 3ms (unchanged)
tests/test-synthetic-model-filter.mjs 8ms (unchanged)
tests/test-task-split.mjs 8ms (unchanged)
tests/test-telegram-allowed-topics.mjs 12ms (unchanged)
tests/test-telegram-auth-command.mjs 20ms (unchanged)
tests/test-telegram-bot-command-aliases.mjs 8ms (unchanged)
tests/test-telegram-bot-configuration-isolation-links-notation.mjs 7ms (unchanged)
tests/test-telegram-bot-dry-run.mjs 13ms (unchanged)
tests/test-telegram-bot-hero-links-notation.mjs 9ms (unchanged)
tests/test-telegram-bot-launcher.mjs 27ms (unchanged)
tests/test-telegram-bot-version.mjs 10ms (unchanged)
tests/test-telegram-branch-validation.mjs 8ms (unchanged)
tests/test-telegram-markdown-escaping.mjs 10ms (unchanged)
tests/test-telegram-message-edit-error-handling.mjs 14ms (unchanged)
tests/test-telegram-message-filters.mjs 32ms (unchanged)
tests/test-telegram-message-formatting-issue-1460.mjs 15ms (unchanged)
tests/test-telegram-message-split-1891.mjs 18ms (unchanged)
tests/test-telegram-options-before-url.mjs 10ms (unchanged)
tests/test-telegram-safe-reply-issue-1497.mjs 20ms (unchanged)
tests/test-telegram-solve-queue.mjs 29ms (unchanged)
tests/test-telegram-special-char-handling.mjs 13ms (unchanged)
tests/test-telegram-stop-helpers.mjs 7ms (unchanged)
tests/test-telegram-task-command.mjs 20ms (unchanged)
tests/test-telegram-ui-i18n.mjs 7ms (unchanged)
tests/test-telegram-url-extraction.mjs 7ms (unchanged)
tests/test-telegram-validate-url.mjs 10ms (unchanged)
tests/test-test-runner-1698.test.mjs 4ms (unchanged)
tests/test-timeline-linked-prs.mjs 11ms (unchanged)
tests/test-token-leak-issue-1745.mjs 12ms (unchanged)
tests/test-token-sanitization.mjs 38ms (unchanged)
tests/test-tool-specific-defaults.mjs 9ms (unchanged)
tests/test-unicode-sanitization.mjs 76ms (unchanged)
tests/test-url-hash-fragment.mjs 15ms (unchanged)
tests/test-usage-limit-comment-auto-restart-1570.mjs 17ms (unchanged)
tests/test-usage-limit.mjs 42ms (unchanged)
tests/test-use-m-bootstrap-no-npm-prefix-workaround.mjs 4ms (unchanged)
tests/test-use-with-retry.mjs 16ms (unchanged)
tests/test-version-info.mjs 18ms (unchanged)
tests/test-version-parsing.mjs 22ms (unchanged)
tests/test-working-session-live-progress.mjs 56ms (unchanged)
tests/test-working-session-shutdown-1823.mjs 17ms (unchanged)
tests/useless-tools.test.mjs 21ms (unchanged)
tests/version-info.test.mjs 20ms (unchanged)
